Adjustment,Date,Company,ISIN
+,1998-08-12,FLSmidth,DK0010234467
+,1998-08-12,Flughafen Wien,AT00000VIE62
+,1998-08-12,Fresenius Med Cr,DE0005785802
+,1998-08-12,Fyffes,IE0003295239
+,1998-08-12,G4S,GB00B01FLG62
+,1998-08-12,Gambro,SE0000164485
+,1998-08-12,Gambro,SE0001956293
+,1998-08-12,Gb Inno Bm,BE0003576841
+,1998-08-12,GBL,BE0003616274
+,1998-08-12,GBL,BE0003797140
+,1998-08-12,GD European Land,AT0000800172
+,1998-08-12,GE Hlthcare,GB0002747532
+,1998-08-12,GEA Group,DE0006602006
+,1998-08-12,Gecina,FR0010040865
+,1998-08-12,Generali,IT0000062072
+,1998-08-12,Generali Holding,AT0000661350
+,1998-08-12,Getronics,NL0000853091
+,1998-08-12,Gevaert,BE0003711257
+,1998-08-12,Gjensidige NOR,NO0010149354
+,1998-08-12,GKN,GB0030646508
+,1998-08-12,GN Store Nord,DK0010272632
+,1998-08-12,Goodys,GRS230111007
+,1998-08-12,Greencore Group,IE0003864109
+,1998-08-12,Groupe GTM,FR0000120602
+,1998-08-12,GSK,GB00BN7SWP63
+,1998-08-12,Guilbert SA,FR0000131492
+,1998-08-12,Hafslund Produks,NO0004306408
+,1998-08-12,Hafslund Produks,NO0004306416
+,1998-08-12,Hammerson,GB00BRJQ8J25
+,1998-08-12,Hanson,GB0033516088
+,1998-08-12,Havas FR,FR0000121881
+,1998-08-12,Hays,GB0004161021
+,1998-08-12,Heidelber,BE0003681922
+,1998-08-12,Heidelberg Ital,IT0001465167
+,1998-08-12,Heidelberg Ital,IT0001465159
+,1998-08-12,Heidelberg Mater,DE0006047004
+,1998-08-12,Heidlbrger Druck,DE0007314007
+,1998-08-12,Heineken,NL0000009165
+,1998-08-12,Henkel AG,DE0006048432
+,1998-08-12,Hennes & Mauritz,SE0000106270
+,1998-08-12,Heracles Gen,GRS073083008
+,1998-08-12,Hermes Intl,FR0000052292
+,1998-08-12,Hitachi Energ,SE0000100919
+,1998-08-12,Hitachi Energ,SE0000100927
+,1998-08-12,Hochtief,DE0006070006
+,1998-08-12,Hoechst,DE0005758007
+,1998-08-12,Hoegh Autoliners,NO0004456906
+,1998-08-12,Holcim,CH0012214059
+,1998-08-12,Holcim,CH0012214059
+,1998-08-12,Holmen,SE0011090018
+,1998-08-12,HSBC Continental,FR0000125700
+,1998-08-12,HSI,GRS181111006
+,1998-08-12,Huhtamaki,FI0009000459
+,1998-08-12,Hunter Douglas,ANN4327C1220
+,1998-08-12,IAG,ES0177542018
+,1998-08-12,Iberdrola,ES0144580Y14
+,1998-08-12,ICI,GB0004594973
+,1998-08-12,IFIL Investments,IT0001353173
+,1998-08-12,Imerys,FR0000120859
+,1998-08-12,Imerys Industria,GRS228003000
+,1998-08-12,IMI,GB00BGLP8L22
+,1998-08-12,Imperial Brands,GB0004544929
+,1998-08-12,Inchcape,GB00B61TVQ02
+,1998-08-12,ING Groep,NL0011821202
+,1998-08-12,Inparsa,PTINP0AE0009
+,1998-08-12,Instrumentarium,FI0009000483
+,1998-08-12,Intercement PT,PTCPR0AM0003
+,1998-08-12,International N,DK0010207497
+,1998-08-12,International P,BE0003558666
+,1998-08-12,Internationl Pwr,GB0006320161
+,1998-08-12,Intesa Sanpaolo,IT0000072618
+,1998-08-12,Intracom Hldgs,GRS087003000
+,1998-08-12,Intu Prop,GB0006834344
+,1998-08-12,Intu Shopping,GB0001734184
+,1998-08-12,Invensys,GB00B979H674
+,1998-08-12,Invensys Intl UK,GB0002721339
+,1998-08-12,Invesco Holding,GB0001282697
+,1998-08-12,Investr,SE0015811963
+,1998-08-12,Investr,SE0015811955
+,1998-08-12,Ionian Popular,GRS012013009
+,1998-08-12,Irish Life,IE0004593897
+,1998-08-12,ISS World Servs,DK0010267046
+,1998-08-12,Istit Mobilia It,IT0001011268
+,1998-08-12,Istituto Naz del,IT0001030268
+,1998-08-12,Italgas Reti,IT0003049217
+,1998-08-12,ITV,GB0033986497
+,1998-08-12,IVG Immobilien,DE0006205701
+,1998-08-12,Jeronimo Martins,PTJMT0AE0001
+,1998-08-12,Johnson Matthey,GB00BZ4BQC70
+,1998-08-12,Jyske Bank,DK0010307958
+,1998-08-12,KBC Groep,BE0003565737
+,1998-08-12,Kemira,FI0009004824
+,1998-08-12,Kering,FR0000121485
+,1998-08-12,Kerry Group,IE0004906560
+,1998-08-12,Kesko,FI0009000202
+,1998-08-12,Kingfisher,GB0033195214
+,1998-08-12,Kingfisher Inves,FR0000124208
+,1998-08-12,KLM,NL0000009645
+,1998-08-12,Kone FI,FI0009000566
+,1998-08-12,Koninklijke NPM,NL0000009470
+,1998-08-12,KPN,NL0000009082
+,1998-08-12,Kverner,NO0004684408
+,1998-08-12,Kverner,NO0004684416
+,1998-08-12,L'Oreal,FR0000120321
+,1998-08-12,La Fondiaria Ass,IT0001062097
+,1998-08-12,la Rinascente,IT0000086642
+,1998-08-12,Ladbrokes Coral,GB00B0ZSH635
+,1998-08-12,Lafarge,FR0000120537
+,1998-08-12,Lagardere,FR0000130213
+,1998-08-12,Lahmeyer,DE0006056302
+,1998-08-12,Land Secs Group,GB00BYW0PQ60
+,1998-08-12,Legal General,GB0005603997
+,1998-08-12,Legrand France,FR0000120610
+,1998-08-12,Lenzing,AT0000644505
+,1998-08-12,LHR Airports,GB0000673409
+,1998-08-12,Ligand UK,GB00B3Y5L754
+,1998-08-12,Linde DE,DE0006483001
+,1998-08-12,Linde Sverige,SE0000100182
+,1998-08-12,Linde Sverige,SE0000100208
+,1998-08-12,Lindex Group,FI0009000236
+,1998-08-12,Lloyds Bank UK,GB0008706128
+,1998-08-12,LucasVar,GB0005386866
+,1998-08-12,Lufthansa,DE0008232125
+,1998-08-12,Lufthavne,DK0010201102
+,1998-08-12,LVMH,FR0000121014
+,1998-08-12,M 2003,GB0008774316
+,1998-08-12,M&S,GB0031274896
+,1998-08-12,Maersk,DK0010244508
+,1998-08-12,Maersk,DK0010244425
+,1998-08-12,Man,DE0005937007
+,1998-08-12,Mapfre,ES0124244E34
+,1998-08-12,Marelli Europe,IT0001354205
+,1998-08-12,Mayr Melnhof,AT0000938204
+,1998-08-12,McKesson Eu,DE000CLS1001
+,1998-08-12,Mcretail,PTMOC0AE0007
+,1998-08-12,Mediahuis IE,IE00B59HWB19
+,1998-08-12,Mediobanca,IT0000062957
+,1998-08-12,MEPC,GB0002909082
+,1998-08-12,Merita,FI0009000053
+,1998-08-12,Metrovacsa,ES0154220414
+,1998-08-12,Metsa Board,FI0009000665
+,1998-08-12,Metso Outotec SE,SE0000108169
+,1998-08-12,MFE,NL0015001OJ9
+,1998-08-12,Michaniki,GRS153213004
+,1998-08-12,Michelin,FR001400AJ45
+,1998-08-12,Montedison IT,IT0001338620
+,1998-08-12,Morg Adv Mater,GB0006027295
+,1998-08-12,Moulinex,FR0000121543
+,1998-08-12,Mundys,IT0000084100
+,1998-08-12,Munich Re Group,DE0008430026
+,1998-08-12,Nat West,GB0006253958
+,1998-08-12,Natixis,FR0000120685
+,1998-08-12,Natl Mortgage Bk,GRS011013000
+,1998-08-12,Naturgy,ES0116870314
+,1998-08-12,Natwest Grp,GB00BM8PJY71
+,1998-08-12,Navigator Brands,PTSOP0AE0006
+,1998-08-12,Navigator Compan,PTPTI0AM0006
+,1998-08-12,NBG,GRS003003035
+,1998-08-12,NCL Hldg,NO0003318701
+,1998-08-12,Nera,NO0003050700
+,1998-08-12,Nestle,CH0038863350
+,1998-08-12,NETCOM ASA,NO0003057507
+,1998-08-12,Next UK,GB0032089863
+,1998-08-12,NKT,DK0010287663
+,1998-08-12,Nokia,FI0009000681
+,1998-08-12,Nokia,FI0009000715
+,1998-08-12,Nordea Bk Norge,NO0003025538
+,1998-08-12,Nordea Bnk,FI4000297767
+,1998-08-12,Nordea Companies,DK0010160167
+,1998-08-12,Norsk Hydro,NO0005052605
+,1998-08-12,Norske Skogsind,NO0004135633
+,1998-08-12,Norwich Union,GB0000409325
+,1998-08-12,Novar,GB0001762680
+,1998-08-12,Novartis,CH0012005267
+,1998-08-12,Novo Nordisk,DK0062498333
+,1998-08-12,Oberbank,AT0000625108
+,1998-08-12,Oc Oerlikon,CH0000816824
+,1998-08-12,Ocean Rig ASA,NO0003066300
+,1998-08-12,Oerlikon Textile,CH0012345143
+,1998-08-12,OMV,AT0000743059
+,1998-08-12,Orange,FR0000133308
+,1998-08-12,Orion,FI0009800346
+,1998-08-12,Orion,FI0009800320
+,1998-08-12,Orkla,NO0003733818
+,1998-08-12,Orkla,NO0003733800
+,1998-08-12,OTE Telecom,GRS260333000
+,1998-08-12,Outokumpu,FI0009002422
+,1998-08-12,Papastratos CMC,GRS122003007
+,1998-08-12,Paribas SA,FR0004011534
+,1998-08-12,Parmalat Fin,IT0003121644
+,1998-08-12,Partek,FI0009000749
+,1998-08-12,Pathe,FR0000130676
+,1998-08-12,Pearson,GB0006776081
+,1998-08-12,Penins Oriental,GB0006800485
+,1998-08-12,Pentland Capital,GB0000945534
+,1998-08-12,Pernod Ricard,FR0000120693
+,1998-08-12,Perrigo Corp,IE0003072950
+,1998-08-12,Persimmon,GB0006825383
+,1998-08-12,Perstorp,SE0000110736
+,1998-08-12,Peugeot,FR0000121501
+,1998-08-12,PGS ASA,NO0010199151
+,1998-08-12,Pharol,PTPTC0AM0009
+,1998-08-12,Philipp Holzmann,DE0006082001
+,1998-08-12,Philips,NL0000009538
+,1998-08-12,Pilkington Group,GB0006884620
+,1998-08-12,Pirelli,IT0000088457
+,1998-08-12,PostNL,NL0009739416
+,1998-08-12,Premier Farnell,GB0003318416
+,1998-08-12,Promodes,FR0000121105
+,1998-08-12,Prosafe,NO0010861990
+,1998-08-12,Proxima,NO0005621201
+,1998-08-12,Prudential,GB0007099541
+,1998-08-12,Raisio,FI0009002943
+,1998-08-12,Raisio,FI0009800395
+,1998-08-12,Randstad,NL0000379121
+,1998-08-12,Rank Group GB,GB00B1L5QH97
+,1998-08-12,RAS Hldg,IT0000062825
+,1998-08-12,Ratin,DK0010238880
+,1998-08-12,Ratin,DK0010238617
+,1998-08-12,Rauma Oyj,FI0009005573
+,1998-08-12,Rautaruukki,FI0009003552
+,1998-08-12,RBS Hldg,NL0000301109
+,1998-08-12,RCS Mediagroup,IT0004931496
+,1998-08-12,Reckitt Benc Grp,GB00B24CGK77
+,1998-08-12,Relx,GB00B2B0DG97
+,1998-08-12,Renault,FR0000131906
+,1998-08-12,Renewi,GB00BNR4T868
+,1998-08-12,Rentokil Initial,GB00B082RF11
+,1998-08-12,Repsol,ES0173516115
+,1998-08-12,Rexam,GB00BMHTPY25
+,1998-08-12,Rexel,FR0000125957
+,1998-08-12,RHI Magnesita,NL0012650360
+,1998-08-12,Rhone Poulenc,FR0000130460
+,1998-08-12,Rieber & Son,NO0004951104
+,1998-08-12,Rieter Hldg,CH0003671440
+,1998-08-12,Rio Tinto France,FR0000132904
+,1998-08-12,Rio Tinto PLC,GB0007188757
+,1998-08-12,Rio Tinto Switz,CH0001418323
+,1998-08-12,Rlx,NL0006144495
+,1998-08-12,Roche Hldg,CH0012032113
+,1998-08-12,Roche Hldg,CH0012032048
+,1998-08-12,Rolls-Royce Hldg,GB00B63H8491
+,1998-08-12,Rolo Banca,IT0001070405
+,1998-08-12,RS Group,GB0003096442
+,1998-08-12,RSA Ins Grp,GB00BKKMKR23
+,1998-08-12,RT Group,GB0007212938
+,1998-08-12,Rugby Group Plc,GB0007587073
+,1998-08-12,RWE,DE0007037129
+,1998-08-12,S.I.T.A.,FR0000130528
+,1998-08-12,Sacyr ES,ES0182870214
+,1998-08-12,Safeway,GB0000492412
+,1998-08-12,Safran,FR0000073272
+,1998-08-12,Safran Electrica,FR0000125825
+,1998-08-12,Saga Petroleum,NO0005327205
+,1998-08-12,Saga Petroleum,NO0005327270
+,1998-08-12,Sainsbury,GB00B019KW72
+,1998-08-12,Saint-Gobain,ES0125030017
+,1998-08-12,Saipem,IT0005495657
+,1998-08-12,Sairgroup,CH0008815067
+,1998-08-12,Sampo,FI4000552500
+,1998-08-12,Sandvik,SE0000667891
+,1998-08-12,Sandvik,SE0000112625
+,1998-08-12,Sanofi CH,FR0000120230
+,1998-08-12,Santander UK,GB0000044551
+,1998-08-12,Sap,DE0007164634
+,1998-08-12,SAP SE,DE0007164600
+,1998-08-12,Sas Danmark,DK0010223775
+,1998-08-12,Savencia,FR0000120107
+,1998-08-12,Scandi Co 3,DK0010288638
+,1998-08-12,Scania,SE0000308280
+,1998-08-12,Scania,SE0000308272
+,1998-08-12,Schibsted,NO0003028904
+,1998-08-12,Schindler,CH0024638212
+,1998-08-12,Schindler,CH0024638196
+,1998-08-12,Schneider,FR0000121972
+,1998-08-12,Schroders,GB00BP9LHF23
+,1998-08-12,Scottish Power,GB00B125RK88
+,1998-08-12,Seadrill Nor,NO0003390205
+,1998-08-12,SEB,FR0000121709
+,1998-08-12,Securitas,SE0000163594
+,1998-08-12,SEFIMEG,FR0000121824
+,1998-08-12,Segro,GB00B5ZN1N88
+,1998-08-12,SEITA,FR0000132300
+,1998-08-12,Semapa Soc,PTSEM0AM0004
+,1998-08-12,Severn Trent,GB00B1FH8J72
+,1998-08-12,SFL,FR0000033409
+,1998-08-12,SGS SA,CH0002497466
+,1998-08-12,Shell,GB00B03MM408
+,1998-08-12,Sibanye Uk,GB00BYSRJ698
+,1998-08-12,SIDEL SA,FR0000130601
+,1998-08-12,Sidenor,GRS283003002
+,1998-08-12,Siemens,DE0007236101
+,1998-08-12,Signature Aviati,GB00BKDM7X41
+,1998-08-12,SIMCO,FR0000121808
+,1998-08-12,Sirti,IT0000086790
+,1998-08-12,Six Continents,GB0002431954
+,1998-08-12,Skand Ensk Bank,SE0000148884
+,1998-08-12,Skanska AB,SE0000113250
+,1998-08-12,SKF,SE0000108201
+,1998-08-12,SKF,SE0000108227
+,1998-08-12,Sky,GB0001411924
+,1998-08-12,Smith & Nephew,GB0009223206
+,1998-08-12,SmithKline Beech,GB0001356566
+,1998-08-12,Smiths Group,GB00B1WY2338
+,1998-08-12,Smrft Kappa Corp,IE0031943644
+,1998-08-12,Snia,IT0004239510
+,1998-08-12,Societe Generale,FR0000130809
+,1998-08-12,Sodexo,FR0000121220
+,1998-08-12,Solvay,BE0003470755
+,1998-08-12,Sonae Industria,PTSOI0AE0001
+,1998-08-12,Sonae SGPS SA,PTSON0AM0001
+,1998-08-12,Sophia FR,FR0000130379
+,1998-08-12,Spirent,GB0004726096
+,1998-08-12,SRZ,CH0012332372
+,1998-08-12,SSAB,SE0000171100
+,1998-08-12,Staples Solution,NL0000852861
+,1998-08-12,STE IMM FR,FR0000131500
+,1998-08-12,Stellantis,NL00150001Q9
+,1998-08-12,Stellantis,IT0001976411
+,1998-08-12,STMicroelectron,NL0000226223
+,1998-08-12,Stora Enso,FI0009005953
+,1998-08-12,Stora Enso,FI0009005961
+,1998-08-12,Stora Kopparberg,SE0000113730
+,1998-08-12,Storebrand ASA,NO0003053605
+,1998-08-12,Stork,NL0000390672
+,1998-08-12,Subse,NO0003143604
+,1998-08-12,Suez eniivi,FR0000120529
+,1998-08-12,Sulzer,CH0038388911
+,1998-08-12,Sveaskog Forval,NULL
+,1998-08-12,Svenska Hndlsbnk,SE0007100599
+,1998-08-12,Swatch CH,CH0012255144
+,1998-08-12,Swatch CH,CH0012255151
+,1998-08-12,Swedbank AB,SE0000242455
+,1998-08-12,Swiss Life,CH0014852781
+,1998-08-12,T I Group,GB0008686734
+,1998-08-12,Tamro,FI0009000855
+,1998-08-12,Tandberg,NO0005620856
+,1998-08-12,Tarmac Cement,GB0003863023
+,1998-08-12,Tarmac Group,GB0007365652
+,1998-08-12,Tate & Lyle,GB00BP92CJ43
+,1998-08-12,Taylor PLC,GB0008782301
+,1998-08-12,TDC Holding,DK0060228559
+,1998-08-12,Technip,FR0000131708
+,1998-08-12,Telecom IT,IT0001127429
+,1998-08-12,Telecom IT,IT0003497168
+,1998-08-12,Telecom IT,IT0001127437
+,1998-08-12,Telecom Mobile,IT0001052049
+,1998-08-12,Telefonica,ES0178430E18
+,1998-08-12,TEPR,BE0003564722
+,1998-08-12,Tesco,GB00BLGZ9862
+,1998-08-12,Tessenderlo Grou,BE0003555639
+,1998-08-12,TF1,FR0000054900
+,1998-08-12,Thales,FR0000121329
+,1998-08-12,Thales Elec,GB0007196859
+,1998-08-12,Thames Wtr,GB0002930377
+,1998-08-12,Thomson Reut UK,GB00B29MWZ99
+,1998-08-12,Thyssenkrupp,DE0007500001
+,1998-08-12,TI Media,IT0001081444
+,1998-08-12,Titan Cement,GRS074083007
+,1998-08-12,Tomra Systems,NO0012470089
+,1998-08-12,Topdanmark,DK0060477503
+,1998-08-12,Total energies h,FR0000120420
+,1998-08-12,TotalEnergies,FR0000120271
+,1998-08-12,Trelleborg,SE0000114837
+,1998-08-12,TUI,DE000TUAG505
+,1998-08-12,UBM,JE00BD9WR069
+,1998-08-12,UBS,CH0024899483
+,1998-08-12,UCB SA,BE0003739530
+,1998-08-12,Ulstein Holding,NO0003087405
+,1998-08-12,UM,BE0974320526
+,1998-08-12,Uni Credit,IT0005239360
+,1998-08-12,Unibail Rod West,FR0013326246
+,1998-08-12,Unicer Cerv,PTUNI0AM0009
+,1998-08-12,UniCredt Bnk,DE0008022005
+,1998-08-12,Unilev,GB00B10RZP78
+,1998-08-12,Unilever,NL0000009355
+,1998-08-12,Uniq,GB00B63B4X28
+,1998-08-12,United UT Grp,GB00B39J2M42
+,1998-08-12,UPM Kymmene Oyj,FI0009005987
+,1998-08-12,Uponor,FI0009002158
+,1998-08-12,VA Technologie,AT0000937453
+,1998-08-12,Vakuutusosakeyh,FI0009000145
+,1998-08-12,Valeo,FR0013176526
+,1998-08-12,Valora,CH0002088976
+,1998-08-12,Vanquis Banking,GB00B1Z4ST84
+,1998-08-12,Verbund,AT0000746409
+,1998-08-12,Vesuvius,GB00B82YXW83
+,1998-08-12,VIAG,DE0007626202
+,1998-08-12,Viohalco HCAI,GRS085101004
+,1998-08-12,Vivartia,GRS102003001
+,1998-08-12,Vivendi,FR0000127771
+,1998-08-12,Vodafone,DE0006560303
+,1998-08-12,Vodafone Group,GB00BH4HKS39
+,1998-08-12,Vodafone PT,PTTLE0AM0004
+,1998-08-12,voestalpine,AT0000937503
+,1998-08-12,voestalpine HPM,AT0000903851
+,1998-08-12,Volkswagen,DE0007664005
+,1998-08-12,Volvo,SE0000115420
+,1998-08-12,Volvo,SE0000115446
+,1998-08-12,Vopak,NL0009432491
+,1998-08-12,Wartsila,FI0009003727
+,1998-08-12,Waterford,IE0009420385
+,1998-08-12,Wendel,FR0000121022
+,1998-08-12,WH Smith,GB00B2PDGW16
+,1998-08-12,Wienerberger,AT0000831706
+,1998-08-12,Wilhemlsen Ships,NO0005772004
+,1998-08-12,William Baird,GB0000711142
+,1998-08-12,Wilson Bowden,GB0009700732
+,1998-08-12,Wimpey,GB0009713446
+,1998-08-12,Windward,GB0009654111
+,1998-08-12,Wolford,AT0000834007
+,1998-08-12,Wolters Kluwer,NL0000395903
+,1998-08-12,Woolwich,GB0009755066
+,1998-08-12,WPP,JE00B8KF9B49
+,1998-08-12,Zodiac Aero,FR0000125684
+,1998-08-12,Zurich Ins Group,CH0011075394
+,1998-08-12,--,DK0010052786
