Date,Company,ISIN,Rf (%)
2023-01-31,Haier Smart Home Co Ltd,CNE1000048K8,4.7
2023-01-31,ANTA Sports Products Ltd,KYG040111059,4.7
2023-01-31,Baidu Inc,KYG070341048,4.7
2023-01-31,Sun Hung Kai Properties Ltd,HK0016000132,4.7
2023-01-31,Hang Seng Bank Ltd,HK0011000095,4.7
2023-01-31,Techtronic Industries Co Ltd,HK0669013440,4.7
2023-01-31,China Resources Land Ltd,KYG2108Y1052,4.7
2023-01-31,Geely Automobile Holdings Ltd,KYG3777B1032,4.7
2023-01-31,CLP Holdings Ltd,HK0002007356,4.7
2023-01-31,Lenovo Group Ltd,HK0992009065,4.7
2023-01-31,MTR Corp Ltd,HK0066009694,4.7
2023-01-31,China Overseas Land & Investment Ltd,HK0688002218,4.7
2023-01-31,CK Hutchison Holdings Ltd,KYG217651051,4.7
2023-01-31,Sands China Ltd,KYG7800X1079,4.7
2023-01-31,Galaxy Entertainment Group Ltd,HK0027032686,4.7
2023-01-31,CK Infrastructure Holdings Ltd,BMG2178K1009,4.7
2023-01-31,CK Asset Holdings Ltd,KYG2177B1014,4.7
2023-01-31,China Hongqiao Group Ltd,KYG211501005,4.7
2023-01-31,Hong Kong and China Gas Co Ltd,HK0003000038,4.7
2023-01-31,Hansoh Pharmaceutical Group Company Ltd,KYG549581067,4.7
2023-01-31,Power Assets Holdings Ltd,HK0006000050,4.7
2023-01-31,Budweiser Brewing Company APAC Ltd,KYG1674K1013,4.7
2023-01-31,Henderson Land Development Co Ltd,HK0012000102,4.7
2023-01-31,Sunny Optical Technology Group Co Ltd,KYG8586D1097,4.7
2023-01-31,WuXi Biologics (Cayman) Inc,KYG970081173,4.7
2023-01-31,Alibaba Health Information Technology Ltd,BMG0171K1018,4.7
2023-01-31,Link Real Estate Investment Trust,HK0823032773,4.7
2023-01-31,Shenzhou International Group Holdings Ltd,KYG8087W1015,4.7
2023-01-31,Haidilao International Holding Ltd,KYG4290A1013,4.7
2023-01-31,China Resources Beer Holdings Co Ltd,HK0291001490,4.7
2023-01-31,Chow Tai Fook Jewellery Group Ltd,KYG211461085,4.7
2023-01-31,WH Group Ltd,KYG960071028,4.7
2023-01-31,Longfor Group Holdings Ltd,KYG5635P1090,4.7
2023-01-31,China Resources Mixc Lifestyle Services Ltd,KYG2122G1064,4.7
2023-01-31,Orient Overseas (International) Ltd,BMG677491539,4.7
2023-01-31,China Mengniu Dairy Co Ltd,KYG210961051,4.7
2023-01-31,Tingyi (Cayman Islands) Holding Corp,KYG8878S1030,4.7
2023-01-31,Sino Biopharmaceutical Ltd,KYG8167W1380,4.7
2023-01-31,Wharf Real Estate Investment Company Ltd,KYG9593A1040,4.7
2023-01-31,ENN Energy Holdings Ltd,KYG3066L1014,4.7
2023-01-31,CSPC Pharmaceutical Group Ltd,HK1093012172,4.7
2023-01-31,Li Ning Co Ltd,KYG5496K1242,4.7
2023-01-31,Xinyi Glass Holdings Ltd,KYG9828G1082,4.7
2023-01-31,Hang Lung Properties Ltd,HK0101000591,4.7
2023-01-31,Xinyi Solar Holdings Ltd,KYG9829N1025,4.7
2023-01-31,Zhongsheng Group Holdings Ltd,KYG9894K1085,4.7
2023-01-31,Hengan International Group Company Ltd,KYG4402L1510,4.7
2023-01-31,New World Dev,HK0000608585,4.7
2023-01-31,Country Garde,KYG2453A1085,4.7
2023-01-31,CountryGarden,KYG245241032,4.7
2023-02-28,Tencent Holdings Ltd,KYG875721634,4.86
2023-02-28,Industrial and Commercial Bank of China Ltd,CNE1000003G1,4.86
2023-02-28,Alibaba Group Holding Ltd,KYG017191142,4.86
2023-02-28,China Mobile Ltd,HK0941009539,4.86
2023-02-28,Bank of China Ltd,CNE1000001Z5,4.86
2023-02-28,China Construction Bank Corp,CNE1000002H1,4.86
2023-02-28,HSBC Holdings PLC,GB0005405286,4.86
2023-02-28,PetroChina Co Ltd,CNE1000003W8,4.86
2023-02-28,Xiaomi Corp,KYG9830T1067,4.86
2023-02-28,BYD Co Ltd,CNE100000296,4.86
2023-02-28,China Merchants Bank Co Ltd,CNE1000002M1,4.86
2023-02-28,China Life Insurance Co Ltd,CNE1000002L3,4.86
2023-02-28,Meituan,KYG596691041,4.86
2023-02-28,Ping An Insurance Group Co of China Ltd,CNE1000003X6,4.86
2023-02-28,CNOOC Ltd,HK0883013259,4.86
2023-02-28,China Shenhua Energy Co Ltd,CNE1000002R0,4.86
2023-02-28,China Petroleum & Chemical Corp,CNE1000002Q2,4.86
2023-02-28,AIA Group Ltd,HK0000069689,4.86
2023-02-28,Semiconductor Manufacturing International Corp,KYG8020E1199,4.86
2023-02-28,JD.Com Inc,KYG8208B1014,4.86
2023-02-28,NetEase Inc,KYG6427A1022,4.86
2023-02-28,Hong Kong Exchanges and Clearing Ltd,HK0388045442,4.86
2023-02-28,Nongfu Spring Co Ltd,CNE100004272,4.86
2023-02-28,China Unicom Hong Kong Ltd,HK0000049939,4.86
2023-02-28,BOC Hong Kong Holdings Ltd,HK2388011192,4.86
2023-02-28,CITIC Ltd,HK0267001375,4.86
2023-02-28,Haier Smart Home Co Ltd,CNE1000048K8,4.86
2023-02-28,ANTA Sports Products Ltd,KYG040111059,4.86
2023-02-28,Baidu Inc,KYG070341048,4.86
2023-02-28,Sun Hung Kai Properties Ltd,HK0016000132,4.86
2023-02-28,Hang Seng Bank Ltd,HK0011000095,4.86
2023-02-28,Techtronic Industries Co Ltd,HK0669013440,4.86
2023-02-28,China Resources Land Ltd,KYG2108Y1052,4.86
2023-02-28,Geely Automobile Holdings Ltd,KYG3777B1032,4.86
2023-02-28,CLP Holdings Ltd,HK0002007356,4.86
2023-02-28,Lenovo Group Ltd,HK0992009065,4.86
2023-02-28,MTR Corp Ltd,HK0066009694,4.86
2023-02-28,China Overseas Land & Investment Ltd,HK0688002218,4.86
2023-02-28,CK Hutchison Holdings Ltd,KYG217651051,4.86
2023-02-28,Sands China Ltd,KYG7800X1079,4.86
2023-02-28,Galaxy Entertainment Group Ltd,HK0027032686,4.86
2023-02-28,CK Infrastructure Holdings Ltd,BMG2178K1009,4.86
2023-02-28,CK Asset Holdings Ltd,KYG2177B1014,4.86
2023-02-28,China Hongqiao Group Ltd,KYG211501005,4.86
2023-02-28,Hong Kong and China Gas Co Ltd,HK0003000038,4.86
2023-02-28,Hansoh Pharmaceutical Group Company Ltd,KYG549581067,4.86
2023-02-28,Power Assets Holdings Ltd,HK0006000050,4.86
2023-02-28,Budweiser Brewing Company APAC Ltd,KYG1674K1013,4.86
2023-02-28,Henderson Land Development Co Ltd,HK0012000102,4.86
2023-02-28,Sunny Optical Technology Group Co Ltd,KYG8586D1097,4.86
2023-02-28,WuXi Biologics (Cayman) Inc,KYG970081173,4.86
2023-02-28,Alibaba Health Information Technology Ltd,BMG0171K1018,4.86
2023-02-28,Link Real Estate Investment Trust,HK0823032773,4.86
2023-02-28,Shenzhou International Group Holdings Ltd,KYG8087W1015,4.86
2023-02-28,Haidilao International Holding Ltd,KYG4290A1013,4.86
2023-02-28,China Resources Beer Holdings Co Ltd,HK0291001490,4.86
2023-02-28,Chow Tai Fook Jewellery Group Ltd,KYG211461085,4.86
2023-02-28,WH Group Ltd,KYG960071028,4.86
2023-02-28,Longfor Group Holdings Ltd,KYG5635P1090,4.86
2023-02-28,China Resources Mixc Lifestyle Services Ltd,KYG2122G1064,4.86
2023-02-28,Orient Overseas (International) Ltd,BMG677491539,4.86
2023-02-28,China Mengniu Dairy Co Ltd,KYG210961051,4.86
2023-02-28,Tingyi (Cayman Islands) Holding Corp,KYG8878S1030,4.86
2023-02-28,Sino Biopharmaceutical Ltd,KYG8167W1380,4.86
2023-02-28,Wharf Real Estate Investment Company Ltd,KYG9593A1040,4.86
2023-02-28,ENN Energy Holdings Ltd,KYG3066L1014,4.86
2023-02-28,CSPC Pharmaceutical Group Ltd,HK1093012172,4.86
2023-02-28,Li Ning Co Ltd,KYG5496K1242,4.86
2023-02-28,Xinyi Glass Holdings Ltd,KYG9828G1082,4.86
2023-02-28,Hang Lung Properties Ltd,HK0101000591,4.86
2023-02-28,Xinyi Solar Holdings Ltd,KYG9829N1025,4.86
2023-02-28,Zhongsheng Group Holdings Ltd,KYG9894K1085,4.86
2023-02-28,Hengan International Group Company Ltd,KYG4402L1510,4.86
2023-02-28,New World Dev,HK0000608585,4.86
2023-02-28,Country Garde,KYG2453A1085,4.86
2023-02-28,CountryGarden,KYG245241032,4.86
2023-03-31,Tencent Holdings Ltd,KYG875721634,4.81
2023-03-31,Industrial and Commercial Bank of China Ltd,CNE1000003G1,4.81
2023-03-31,Alibaba Group Holding Ltd,KYG017191142,4.81
2023-03-31,China Mobile Ltd,HK0941009539,4.81
2023-03-31,Bank of China Ltd,CNE1000001Z5,4.81
2023-03-31,China Construction Bank Corp,CNE1000002H1,4.81
2023-03-31,HSBC Holdings PLC,GB0005405286,4.81
2023-03-31,PetroChina Co Ltd,CNE1000003W8,4.81
2023-03-31,Xiaomi Corp,KYG9830T1067,4.81
2023-03-31,BYD Co Ltd,CNE100000296,4.81
2023-03-31,China Merchants Bank Co Ltd,CNE1000002M1,4.81
2023-03-31,China Life Insurance Co Ltd,CNE1000002L3,4.81
2023-03-31,Meituan,KYG596691041,4.81
2023-03-31,Ping An Insurance Group Co of China Ltd,CNE1000003X6,4.81
2023-03-31,CNOOC Ltd,HK0883013259,4.81
2023-03-31,China Shenhua Energy Co Ltd,CNE1000002R0,4.81
2023-03-31,China Petroleum & Chemical Corp,CNE1000002Q2,4.81
2023-03-31,AIA Group Ltd,HK0000069689,4.81
2023-03-31,Semiconductor Manufacturing International Corp,KYG8020E1199,4.81
2023-03-31,JD.Com Inc,KYG8208B1014,4.81
2023-03-31,NetEase Inc,KYG6427A1022,4.81
2023-03-31,Hong Kong Exchanges and Clearing Ltd,HK0388045442,4.81
2023-03-31,Nongfu Spring Co Ltd,CNE100004272,4.81
2023-03-31,China Unicom Hong Kong Ltd,HK0000049939,4.81
2023-03-31,BOC Hong Kong Holdings Ltd,HK2388011192,4.81
2023-03-31,CITIC Ltd,HK0267001375,4.81
2023-03-31,Haier Smart Home Co Ltd,CNE1000048K8,4.81
2023-03-31,ANTA Sports Products Ltd,KYG040111059,4.81
2023-03-31,Baidu Inc,KYG070341048,4.81
2023-03-31,Sun Hung Kai Properties Ltd,HK0016000132,4.81
2023-03-31,Hang Seng Bank Ltd,HK0011000095,4.81
2023-03-31,Techtronic Industries Co Ltd,HK0669013440,4.81
2023-03-31,China Resources Land Ltd,KYG2108Y1052,4.81
2023-03-31,Geely Automobile Holdings Ltd,KYG3777B1032,4.81
2023-03-31,CLP Holdings Ltd,HK0002007356,4.81
2023-03-31,Lenovo Group Ltd,HK0992009065,4.81
2023-03-31,MTR Corp Ltd,HK0066009694,4.81
2023-03-31,China Overseas Land & Investment Ltd,HK0688002218,4.81
2023-03-31,CK Hutchison Holdings Ltd,KYG217651051,4.81
2023-03-31,Sands China Ltd,KYG7800X1079,4.81
2023-03-31,Galaxy Entertainment Group Ltd,HK0027032686,4.81
2023-03-31,CK Infrastructure Holdings Ltd,BMG2178K1009,4.81
2023-03-31,CK Asset Holdings Ltd,KYG2177B1014,4.81
2023-03-31,China Hongqiao Group Ltd,KYG211501005,4.81
2023-03-31,Hong Kong and China Gas Co Ltd,HK0003000038,4.81
2023-03-31,Hansoh Pharmaceutical Group Company Ltd,KYG549581067,4.81
2023-03-31,Power Assets Holdings Ltd,HK0006000050,4.81
2023-03-31,Budweiser Brewing Company APAC Ltd,KYG1674K1013,4.81
2023-03-31,Henderson Land Development Co Ltd,HK0012000102,4.81
2023-03-31,Sunny Optical Technology Group Co Ltd,KYG8586D1097,4.81
2023-03-31,WuXi Biologics (Cayman) Inc,KYG970081173,4.81
2023-03-31,Alibaba Health Information Technology Ltd,BMG0171K1018,4.81
2023-03-31,Link Real Estate Investment Trust,HK0823032773,4.81
2023-03-31,Shenzhou International Group Holdings Ltd,KYG8087W1015,4.81
2023-03-31,Haidilao International Holding Ltd,KYG4290A1013,4.81
2023-03-31,China Resources Beer Holdings Co Ltd,HK0291001490,4.81
2023-03-31,Chow Tai Fook Jewellery Group Ltd,KYG211461085,4.81
2023-03-31,WH Group Ltd,KYG960071028,4.81
2023-03-31,Longfor Group Holdings Ltd,KYG5635P1090,4.81
2023-03-31,China Resources Mixc Lifestyle Services Ltd,KYG2122G1064,4.81
2023-03-31,Orient Overseas (International) Ltd,BMG677491539,4.81
2023-03-31,China Mengniu Dairy Co Ltd,KYG210961051,4.81
2023-03-31,Tingyi (Cayman Islands) Holding Corp,KYG8878S1030,4.81
2023-03-31,Sino Biopharmaceutical Ltd,KYG8167W1380,4.81
2023-03-31,Wharf Real Estate Investment Company Ltd,KYG9593A1040,4.81
2023-03-31,ENN Energy Holdings Ltd,KYG3066L1014,4.81
2023-03-31,CSPC Pharmaceutical Group Ltd,HK1093012172,4.81
2023-03-31,Li Ning Co Ltd,KYG5496K1242,4.81
2023-03-31,Xinyi Glass Holdings Ltd,KYG9828G1082,4.81
2023-03-31,Hang Lung Properties Ltd,HK0101000591,4.81
2023-03-31,Xinyi Solar Holdings Ltd,KYG9829N1025,4.81
2023-03-31,Zhongsheng Group Holdings Ltd,KYG9894K1085,4.81
2023-03-31,Hengan International Group Company Ltd,KYG4402L1510,4.81
2023-03-31,New World Dev,HK0000608585,4.81
2023-03-31,Country Garde,KYG2453A1085,4.81
2023-03-31,CountryGarden,KYG245241032,4.81
2023-04-28,Tencent Holdings Ltd,KYG875721634,5.09
2023-04-28,Industrial and Commercial Bank of China Ltd,CNE1000003G1,5.09
2023-04-28,Alibaba Group Holding Ltd,KYG017191142,5.09
2023-04-28,China Mobile Ltd,HK0941009539,5.09
2023-04-28,Bank of China Ltd,CNE1000001Z5,5.09
2023-04-28,China Construction Bank Corp,CNE1000002H1,5.09
2023-04-28,HSBC Holdings PLC,GB0005405286,5.09
2023-04-28,PetroChina Co Ltd,CNE1000003W8,5.09
2023-04-28,Xiaomi Corp,KYG9830T1067,5.09
2023-04-28,BYD Co Ltd,CNE100000296,5.09
2023-04-28,China Merchants Bank Co Ltd,CNE1000002M1,5.09
2023-04-28,China Life Insurance Co Ltd,CNE1000002L3,5.09
2023-04-28,Meituan,KYG596691041,5.09
2023-04-28,Ping An Insurance Group Co of China Ltd,CNE1000003X6,5.09
2023-04-28,CNOOC Ltd,HK0883013259,5.09
2023-04-28,China Shenhua Energy Co Ltd,CNE1000002R0,5.09
2023-04-28,China Petroleum & Chemical Corp,CNE1000002Q2,5.09
2023-04-28,AIA Group Ltd,HK0000069689,5.09
2023-04-28,Semiconductor Manufacturing International Corp,KYG8020E1199,5.09
2023-04-28,JD.Com Inc,KYG8208B1014,5.09
2023-04-28,NetEase Inc,KYG6427A1022,5.09
2023-04-28,Hong Kong Exchanges and Clearing Ltd,HK0388045442,5.09
2023-04-28,Nongfu Spring Co Ltd,CNE100004272,5.09
2023-04-28,China Unicom Hong Kong Ltd,HK0000049939,5.09
2023-04-28,BOC Hong Kong Holdings Ltd,HK2388011192,5.09
2023-04-28,CITIC Ltd,HK0267001375,5.09
2023-04-28,Haier Smart Home Co Ltd,CNE1000048K8,5.09
2023-04-28,ANTA Sports Products Ltd,KYG040111059,5.09
2023-04-28,Baidu Inc,KYG070341048,5.09
2023-04-28,Sun Hung Kai Properties Ltd,HK0016000132,5.09
2023-04-28,Hang Seng Bank Ltd,HK0011000095,5.09
2023-04-28,Techtronic Industries Co Ltd,HK0669013440,5.09
2023-04-28,China Resources Land Ltd,KYG2108Y1052,5.09
2023-04-28,Geely Automobile Holdings Ltd,KYG3777B1032,5.09
2023-04-28,CLP Holdings Ltd,HK0002007356,5.09
2023-04-28,Lenovo Group Ltd,HK0992009065,5.09
2023-04-28,MTR Corp Ltd,HK0066009694,5.09
2023-04-28,China Overseas Land & Investment Ltd,HK0688002218,5.09
2023-04-28,CK Hutchison Holdings Ltd,KYG217651051,5.09
2023-04-28,Sands China Ltd,KYG7800X1079,5.09
2023-04-28,Galaxy Entertainment Group Ltd,HK0027032686,5.09
2023-04-28,CK Infrastructure Holdings Ltd,BMG2178K1009,5.09
2023-04-28,CK Asset Holdings Ltd,KYG2177B1014,5.09
2023-04-28,China Hongqiao Group Ltd,KYG211501005,5.09
2023-04-28,Hong Kong and China Gas Co Ltd,HK0003000038,5.09
2023-04-28,Hansoh Pharmaceutical Group Company Ltd,KYG549581067,5.09
2023-04-28,Power Assets Holdings Ltd,HK0006000050,5.09
2023-04-28,Budweiser Brewing Company APAC Ltd,KYG1674K1013,5.09
2023-04-28,Henderson Land Development Co Ltd,HK0012000102,5.09
2023-04-28,Sunny Optical Technology Group Co Ltd,KYG8586D1097,5.09
2023-04-28,WuXi Biologics (Cayman) Inc,KYG970081173,5.09
2023-04-28,Alibaba Health Information Technology Ltd,BMG0171K1018,5.09
2023-04-28,Link Real Estate Investment Trust,HK0823032773,5.09
2023-04-28,Shenzhou International Group Holdings Ltd,KYG8087W1015,5.09
2023-04-28,Haidilao International Holding Ltd,KYG4290A1013,5.09
2023-04-28,China Resources Beer Holdings Co Ltd,HK0291001490,5.09
2023-04-28,Chow Tai Fook Jewellery Group Ltd,KYG211461085,5.09
2023-04-28,WH Group Ltd,KYG960071028,5.09
2023-04-28,Longfor Group Holdings Ltd,KYG5635P1090,5.09
2023-04-28,China Resources Mixc Lifestyle Services Ltd,KYG2122G1064,5.09
2023-04-28,Orient Overseas (International) Ltd,BMG677491539,5.09
2023-04-28,China Mengniu Dairy Co Ltd,KYG210961051,5.09
2023-04-28,Tingyi (Cayman Islands) Holding Corp,KYG8878S1030,5.09
2023-04-28,Sino Biopharmaceutical Ltd,KYG8167W1380,5.09
2023-04-28,Wharf Real Estate Investment Company Ltd,KYG9593A1040,5.09
2023-04-28,ENN Energy Holdings Ltd,KYG3066L1014,5.09
2023-04-28,CSPC Pharmaceutical Group Ltd,HK1093012172,5.09
2023-04-28,Li Ning Co Ltd,KYG5496K1242,5.09
2023-04-28,Xinyi Glass Holdings Ltd,KYG9828G1082,5.09
2023-04-28,Hang Lung Properties Ltd,HK0101000591,5.09
2023-04-28,Xinyi Solar Holdings Ltd,KYG9829N1025,5.09
2023-04-28,Zhongsheng Group Holdings Ltd,KYG9894K1085,5.09
2023-04-28,Hengan International Group Company Ltd,KYG4402L1510,5.09
2023-04-28,New World Dev,HK0000608585,5.09
2023-04-28,Country Garde,KYG2453A1085,5.09
2023-04-28,CountryGarden,KYG245241032,5.09
2023-05-31,Tencent Holdings Ltd,KYG875721634,5.42
2023-05-31,Industrial and Commercial Bank of China Ltd,CNE1000003G1,5.42
2023-05-31,Alibaba Group Holding Ltd,KYG017191142,5.42
2023-05-31,China Mobile Ltd,HK0941009539,5.42
2023-05-31,Bank of China Ltd,CNE1000001Z5,5.42
2023-05-31,China Construction Bank Corp,CNE1000002H1,5.42
2023-05-31,HSBC Holdings PLC,GB0005405286,5.42
2023-05-31,PetroChina Co Ltd,CNE1000003W8,5.42
2023-05-31,Xiaomi Corp,KYG9830T1067,5.42
2023-05-31,BYD Co Ltd,CNE100000296,5.42
2023-05-31,China Merchants Bank Co Ltd,CNE1000002M1,5.42
2023-05-31,China Life Insurance Co Ltd,CNE1000002L3,5.42
2023-05-31,Meituan,KYG596691041,5.42
2023-05-31,Ping An Insurance Group Co of China Ltd,CNE1000003X6,5.42
2023-05-31,CNOOC Ltd,HK0883013259,5.42
2023-05-31,China Shenhua Energy Co Ltd,CNE1000002R0,5.42
2023-05-31,China Petroleum & Chemical Corp,CNE1000002Q2,5.42
2023-05-31,AIA Group Ltd,HK0000069689,5.42
2023-05-31,Semiconductor Manufacturing International Corp,KYG8020E1199,5.42
2023-05-31,JD.Com Inc,KYG8208B1014,5.42
2023-05-31,NetEase Inc,KYG6427A1022,5.42
2023-05-31,Hong Kong Exchanges and Clearing Ltd,HK0388045442,5.42
2023-05-31,Nongfu Spring Co Ltd,CNE100004272,5.42
2023-05-31,China Unicom Hong Kong Ltd,HK0000049939,5.42
2023-05-31,BOC Hong Kong Holdings Ltd,HK2388011192,5.42
2023-05-31,CITIC Ltd,HK0267001375,5.42
2023-05-31,Haier Smart Home Co Ltd,CNE1000048K8,5.42
2023-05-31,ANTA Sports Products Ltd,KYG040111059,5.42
2023-05-31,Baidu Inc,KYG070341048,5.42
2023-05-31,Sun Hung Kai Properties Ltd,HK0016000132,5.42
2023-05-31,Hang Seng Bank Ltd,HK0011000095,5.42
2023-05-31,Techtronic Industries Co Ltd,HK0669013440,5.42
2023-05-31,China Resources Land Ltd,KYG2108Y1052,5.42
2023-05-31,Geely Automobile Holdings Ltd,KYG3777B1032,5.42
2023-05-31,CLP Holdings Ltd,HK0002007356,5.42
2023-05-31,Lenovo Group Ltd,HK0992009065,5.42
2023-05-31,MTR Corp Ltd,HK0066009694,5.42
2023-05-31,China Overseas Land & Investment Ltd,HK0688002218,5.42
2023-05-31,CK Hutchison Holdings Ltd,KYG217651051,5.42
2023-05-31,Sands China Ltd,KYG7800X1079,5.42
2023-05-31,Galaxy Entertainment Group Ltd,HK0027032686,5.42
2023-05-31,CK Infrastructure Holdings Ltd,BMG2178K1009,5.42
2023-05-31,CK Asset Holdings Ltd,KYG2177B1014,5.42
2023-05-31,China Hongqiao Group Ltd,KYG211501005,5.42
2023-05-31,Hong Kong and China Gas Co Ltd,HK0003000038,5.42
2023-05-31,Hansoh Pharmaceutical Group Company Ltd,KYG549581067,5.42
2023-05-31,Power Assets Holdings Ltd,HK0006000050,5.42
2023-05-31,Budweiser Brewing Company APAC Ltd,KYG1674K1013,5.42
2023-05-31,Henderson Land Development Co Ltd,HK0012000102,5.42
2023-05-31,Sunny Optical Technology Group Co Ltd,KYG8586D1097,5.42
2023-05-31,WuXi Biologics (Cayman) Inc,KYG970081173,5.42
2023-05-31,Alibaba Health Information Technology Ltd,BMG0171K1018,5.42
2023-05-31,Link Real Estate Investment Trust,HK0823032773,5.42
2023-05-31,Shenzhou International Group Holdings Ltd,KYG8087W1015,5.42
2023-05-31,Haidilao International Holding Ltd,KYG4290A1013,5.42
2023-05-31,China Resources Beer Holdings Co Ltd,HK0291001490,5.42
2023-05-31,Chow Tai Fook Jewellery Group Ltd,KYG211461085,5.42
2023-05-31,WH Group Ltd,KYG960071028,5.42
2023-05-31,Longfor Group Holdings Ltd,KYG5635P1090,5.42
2023-05-31,China Resources Mixc Lifestyle Services Ltd,KYG2122G1064,5.42
2023-05-31,Orient Overseas (International) Ltd,BMG677491539,5.42
2023-05-31,China Mengniu Dairy Co Ltd,KYG210961051,5.42
2023-05-31,Tingyi (Cayman Islands) Holding Corp,KYG8878S1030,5.42
2023-05-31,Sino Biopharmaceutical Ltd,KYG8167W1380,5.42
2023-05-31,Wharf Real Estate Investment Company Ltd,KYG9593A1040,5.42
2023-05-31,ENN Energy Holdings Ltd,KYG3066L1014,5.42
2023-05-31,CSPC Pharmaceutical Group Ltd,HK1093012172,5.42
2023-05-31,Li Ning Co Ltd,KYG5496K1242,5.42
2023-05-31,Xinyi Glass Holdings Ltd,KYG9828G1082,5.42
2023-05-31,Hang Lung Properties Ltd,HK0101000591,5.42
2023-05-31,Xinyi Solar Holdings Ltd,KYG9829N1025,5.42
2023-05-31,Zhongsheng Group Holdings Ltd,KYG9894K1085,5.42
2023-05-31,Hengan International Group Company Ltd,KYG4402L1510,5.42
2023-05-31,New World Dev,HK0000608585,5.42
2023-05-31,Country Garde,KYG2453A1085,5.42
2023-05-31,CountryGarden,KYG245241032,5.42
2023-06-30,Tencent Holdings Ltd,KYG875721634,5.32
2023-06-30,Industrial and Commercial Bank of China Ltd,CNE1000003G1,5.32
2023-06-30,Alibaba Group Holding Ltd,KYG017191142,5.32
2023-06-30,China Mobile Ltd,HK0941009539,5.32
2023-06-30,Bank of China Ltd,CNE1000001Z5,5.32
2023-06-30,China Construction Bank Corp,CNE1000002H1,5.32
2023-06-30,HSBC Holdings PLC,GB0005405286,5.32
2023-06-30,PetroChina Co Ltd,CNE1000003W8,5.32
2023-06-30,Xiaomi Corp,KYG9830T1067,5.32
2023-06-30,BYD Co Ltd,CNE100000296,5.32
2023-06-30,China Merchants Bank Co Ltd,CNE1000002M1,5.32
2023-06-30,China Life Insurance Co Ltd,CNE1000002L3,5.32
2023-06-30,Meituan,KYG596691041,5.32
2023-06-30,Ping An Insurance Group Co of China Ltd,CNE1000003X6,5.32
2023-06-30,CNOOC Ltd,HK0883013259,5.32
2023-06-30,China Shenhua Energy Co Ltd,CNE1000002R0,5.32
2023-06-30,China Petroleum & Chemical Corp,CNE1000002Q2,5.32
2023-06-30,AIA Group Ltd,HK0000069689,5.32
2023-06-30,Semiconductor Manufacturing International Corp,KYG8020E1199,5.32
2023-06-30,JD.Com Inc,KYG8208B1014,5.32
2023-06-30,NetEase Inc,KYG6427A1022,5.32
2023-06-30,Zijin Mining Group Co Ltd,CNE100000502,5.32
2023-06-30,Hong Kong Exchanges and Clearing Ltd,HK0388045442,5.32
2023-06-30,Nongfu Spring Co Ltd,CNE100004272,5.32
2023-06-30,Trip.com Group Ltd,KYG9066F1019,5.32
2023-06-30,China Unicom Hong Kong Ltd,HK0000049939,5.32
2023-06-30,BOC Hong Kong Holdings Ltd,HK2388011192,5.32
2023-06-30,CITIC Ltd,HK0267001375,5.32
2023-06-30,Haier Smart Home Co Ltd,CNE1000048K8,5.32
2023-06-30,ANTA Sports Products Ltd,KYG040111059,5.32
2023-06-30,Baidu Inc,KYG070341048,5.32
2023-06-30,Sun Hung Kai Properties Ltd,HK0016000132,5.32
2023-06-30,Hang Seng Bank Ltd,HK0011000095,5.32
2023-06-30,Techtronic Industries Co Ltd,HK0669013440,5.32
2023-06-30,China Resources Land Ltd,KYG2108Y1052,5.32
2023-06-30,Geely Automobile Holdings Ltd,KYG3777B1032,5.32
2023-06-30,CLP Holdings Ltd,HK0002007356,5.32
2023-06-30,Lenovo Group Ltd,HK0992009065,5.32
2023-06-30,MTR Corp Ltd,HK0066009694,5.32
2023-06-30,China Overseas Land & Investment Ltd,HK0688002218,5.32
2023-06-30,CK Hutchison Holdings Ltd,KYG217651051,5.32
2023-06-30,Sands China Ltd,KYG7800X1079,5.32
2023-06-30,Galaxy Entertainment Group Ltd,HK0027032686,5.32
2023-06-30,CK Infrastructure Holdings Ltd,BMG2178K1009,5.32
2023-06-30,CK Asset Holdings Ltd,KYG2177B1014,5.32
2023-06-30,China Hongqiao Group Ltd,KYG211501005,5.32
2023-06-30,JD Health International Inc,KYG5074A1004,5.32
2023-06-30,Hong Kong and China Gas Co Ltd,HK0003000038,5.32
2023-06-30,Hansoh Pharmaceutical Group Company Ltd,KYG549581067,5.32
2023-06-30,Power Assets Holdings Ltd,HK0006000050,5.32
2023-06-30,Budweiser Brewing Company APAC Ltd,KYG1674K1013,5.32
2023-06-30,Henderson Land Development Co Ltd,HK0012000102,5.32
2023-06-30,Sunny Optical Technology Group Co Ltd,KYG8586D1097,5.32
2023-06-30,WuXi Biologics (Cayman) Inc,KYG970081173,5.32
2023-06-30,China Resources Power Holdings Co Ltd,HK0836012952,5.32
2023-06-30,Alibaba Health Information Technology Ltd,BMG0171K1018,5.32
2023-06-30,Link Real Estate Investment Trust,HK0823032773,5.32
2023-06-30,Shenzhou International Group Holdings Ltd,KYG8087W1015,5.32
2023-06-30,Haidilao International Holding Ltd,KYG4290A1013,5.32
2023-06-30,China Resources Beer Holdings Co Ltd,HK0291001490,5.32
2023-06-30,Chow Tai Fook Jewellery Group Ltd,KYG211461085,5.32
2023-06-30,WH Group Ltd,KYG960071028,5.32
2023-06-30,Longfor Group Holdings Ltd,KYG5635P1090,5.32
2023-06-30,China Resources Mixc Lifestyle Services Ltd,KYG2122G1064,5.32
